inst,actual,predicted,error,,
5109,1,0.478,-0.522,,
5110,1,0.479,-0.521,,
5111,0,0.485,0.485,,
5112,0,0.465,0.465,,
5113,1,0.493,-0.507,,
5114,0,0.473,0.473,,
5115,1,0.473,-0.527,,
5116,1,0.476,-0.524,,
5117,1,0.473,-0.527,,
5118,0,0.479,0.479,,
5119,0,0.488,0.488,,
5120,0,0.487,0.487,,
5121,0,0.471,0.471,,
5122,0,0.469,0.469,,
5123,1,0.47,-0.53,,
5124,0,0.475,0.475,,
5125,1,0.479,-0.521,,
5126,1,0.48,-0.52,,
5127,0,0.482,0.482,,
5128,1,0.485,-0.515,,
5129,0,0.463,0.463,,
5130,0,0.483,0.483,,
5131,1,0.482,-0.518,,
5132,0,0.491,0.491,,
5133,1,0.468,-0.532,,
5134,1,0.491,-0.509,,
5135,1,0.487,-0.513,,
5136,0,0.464,0.464,,
5137,1,0.485,-0.515,,
5138,0,0.496,0.496,,
5139,0,0.476,0.476,,
5140,0,0.494,0.494,,
5141,0,0.464,0.464,,
5142,0,0.471,0.471,,
5143,0,0.491,0.491,,
5144,1,0.481,-0.519,,
5145,1,0.471,-0.529,,
5146,0,0.477,0.477,,
5147,1,0.484,-0.516,,
5148,1,0.472,-0.528,,
5149,0,0.468,0.468,,
5150,0,0.474,0.474,,
5151,0,0.475,0.475,,
5152,0,0.479,0.479,,
5153,0,0.464,0.464,,
5154,0,0.468,0.468,,
5155,0,0.485,0.485,,
5156,0,0.496,0.496,,
5157,1,0.48,-0.52,,
5158,0,0.493,0.493,,
5159,1,0.474,-0.526,,
5160,0,0.488,0.488,,
5161,0,0.488,0.488,,
5162,1,0.47,-0.53,,
5163,0,0.465,0.465,,
5164,0,0.473,0.473,,
5165,1,0.483,-0.517,,
5166,0,0.476,0.476,,
5167,1,0.487,-0.513,,
5168,1,0.49,-0.51,,
5169,0,0.47,0.47,,
5170,1,0.468,-0.532,,
5171,0,0.491,0.491,,
5172,0,0.465,0.465,,
5173,1,0.484,-0.516,,
5174,1,0.469,-0.531,,
5175,1,0.487,-0.513,,
5176,1,0.487,-0.513,,
5177,0,0.492,0.492,,
5178,0,0.465,0.465,,
5179,0,0.481,0.481,,
5180,0,0.472,0.472,,
5181,0,0.463,0.463,,
5182,1,0.49,-0.51,,
5183,0,0.492,0.492,,
5184,0,0.494,0.494,,
5185,0,0.493,0.493,,
5186,1,0.476,-0.524,,
5187,1,0.48,-0.52,,
5188,1,0.475,-0.525,,
5189,0,0.468,0.468,,
5190,0,0.487,0.487,,
5191,0,0.463,0.463,,
5192,0,0.463,0.463,,
5193,0,0.489,0.489,,
5194,0,0.464,0.464,,
5195,0,0.48,0.48,,
5196,1,0.482,-0.518,,
5197,0,0.467,0.467,,
5198,0,0.494,0.494,,
5199,1,0.479,-0.521,,
5200,1,0.489,-0.511,,
5201,0,0.468,0.468,,
5202,1,0.47,-0.53,,
5203,1,0.479,-0.521,,
5204,1,0.487,-0.513,,
5205,0,0.477,0.477,,
5206,0,0.463,0.463,,
5207,1,0.487,-0.513,,
5208,1,0.477,-0.523,,
5209,1,0.469,-0.531,,
5210,1,0.484,-0.516,,
5211,1,0.492,-0.508,,
5212,1,0.467,-0.533,,
5213,1,0.474,-0.526,,
5214,0,0.466,0.466,,
5215,1,0.483,-0.517,,
5216,0,0.49,0.49,,
5217,0,0.486,0.486,,
5218,0,0.493,0.493,,
5219,1,0.474,-0.526,,
5220,1,0.483,-0.517,,
5221,0,0.464,0.464,,
5222,0,0.492,0.492,,
5223,0,0.466,0.466,,
5224,1,0.484,-0.516,,
5225,1,0.486,-0.514,,
5226,0,0.468,0.468,,
5227,0,0.495,0.495,,
5228,0,0.472,0.472,,
5229,1,0.474,-0.526,,
5230,1,0.481,-0.519,,
5231,0,0.491,0.491,,
5232,0,0.492,0.492,,
5233,1,0.482,-0.518,,
5234,0,0.465,0.465,,
5235,1,0.491,-0.509,,
5236,1,0.474,-0.526,,
5237,0,0.49,0.49,,
5238,0,0.465,0.465,,
5239,1,0.476,-0.524,,
5240,1,0.485,-0.515,,
5241,0,0.464,0.464,,
5242,1,0.487,-0.513,,
5243,1,0.477,-0.523,,
5244,0,0.496,0.496,,
5245,1,0.49,-0.51,,
5246,0,0.467,0.467,,
5247,1,0.479,-0.521,,
5248,0,0.48,0.48,,
5249,0,0.489,0.489,,
5250,1,0.468,-0.532,,
5251,1,0.486,-0.514,,
5252,0,0.471,0.471,,
5253,0,0.471,0.471,,
5254,0,0.492,0.492,,
5255,1,0.473,-0.527,,
5256,0,0.492,0.492,,
5257,0,0.493,0.493,,
5258,1,0.482,-0.518,,
5259,0,0.471,0.471,,
5260,1,0.467,-0.533,,
5261,1,0.487,-0.513,,
5262,0,0.489,0.489,,
5263,0,0.467,0.467,,
5264,0,0.466,0.466,,
5265,0,0.468,0.468,,
5266,0,0.466,0.466,,
5267,0,0.489,0.489,,
5268,0,0.463,0.463,,
5269,0,0.475,0.475,,
5270,0,0.464,0.464,,
5271,1,0.481,-0.519,,
5272,0,0.492,0.492,,
5273,1,0.49,-0.51,,
5274,0,0.469,0.469,,
5275,0,0.468,0.468,,
5276,0,0.479,0.479,,
5277,1,0.488,-0.512,,
5278,0,0.481,0.481,,
5279,0,0.474,0.474,,
5280,0,0.47,0.47,,
5281,1,0.486,-0.514,,
5282,1,0.48,-0.52,,
5283,0,0.496,0.496,,
5284,1,0.488,-0.512,,
5285,0,0.492,0.492,,
5286,1,0.469,-0.531,,
5287,1,0.473,-0.527,,
5288,0,0.489,0.489,,
5289,1,0.485,-0.515,,
5290,1,0.486,-0.514,,
5291,1,0.472,-0.528,,
5292,1,0.468,-0.532,,
5293,1,0.49,-0.51,,
5294,0,0.493,0.493,,
5295,1,0.485,-0.515,,
5296,1,0.48,-0.52,,
5297,1,0.486,-0.514,,
5298,0,0.472,0.472,,
5299,0,0.477,0.477,,
5300,0,0.492,0.492,,
5301,0,0.493,0.493,,
5302,0,0.49,0.49,,
5303,1,0.481,-0.519,,
5304,1,0.478,-0.522,,
5305,1,0.472,-0.528,,
5306,0,0.483,0.483,,
5307,0,0.471,0.471,,
5308,0,0.492,0.492,,
5309,1,0.479,-0.521,,
5310,0,0.483,0.483,,
5311,1,0.49,-0.51,,
5312,1,0.47,-0.53,,
5313,1,0.468,-0.532,,
5314,1,0.468,-0.532,,
5315,1,0.474,-0.526,,
5316,0,0.491,0.491,,
5317,0,0.469,0.469,,
5318,1,0.486,-0.514,,
5319,1,0.478,-0.522,,
5320,0,0.473,0.473,,
5321,0,0.474,0.474,,
5322,0,0.49,0.49,,
5323,0,0.468,0.468,,
5324,0,0.495,0.495,,
5325,0,0.465,0.465,,
5326,0,0.488,0.488,,
5327,1,0.468,-0.532,,
5328,0,0.474,0.474,,
5329,0,0.494,0.494,,
5330,0,0.495,0.495,,
5331,1,0.481,-0.519,,
5332,0,0.473,0.473,,
5333,0,0.496,0.496,,
5334,0,0.476,0.476,,
5335,0,0.465,0.465,,
5336,1,0.482,-0.518,,
5337,0,0.489,0.489,,
5338,1,0.468,-0.532,,
5339,1,0.476,-0.524,,
5340,0,0.48,0.48,,
5341,0,0.486,0.486,,
5342,1,0.477,-0.523,,
5343,1,0.492,-0.508,,
5344,1,0.49,-0.51,,
5345,1,0.49,-0.51,,
5346,0,0.492,0.492,,
5347,1,0.48,-0.52,,
5348,0,0.487,0.487,,
5349,0,0.463,0.463,,
5350,1,0.484,-0.516,,
5351,1,0.472,-0.528,,
5352,0,0.466,0.466,,
5353,0,0.468,0.468,,
5354,0,0.465,0.465,,
5355,0,0.479,0.479,,
5356,1,0.474,-0.526,,
5357,0,0.471,0.471,,
5358,1,0.479,-0.521,,
5359,0,0.493,0.493,,
5360,0,0.494,0.494,,
5361,1,0.475,-0.525,,
5362,1,0.484,-0.516,,
5363,1,0.486,-0.514,,
5364,1,0.481,-0.519,,
5365,0,0.469,0.469,,
5366,0,0.463,0.463,,
5367,0,0.493,0.493,,
5368,1,0.479,-0.521,,
5369,0,0.471,0.471,,
5370,0,0.465,0.465,,
5371,1,0.484,-0.516,,
5372,0,0.464,0.464,,
5373,0,0.469,0.469,,
5374,1,0.47,-0.53,,
5375,0,0.463,0.463,,
5376,0,0.486,0.486,,
5377,1,0.473,-0.527,,
5378,0,0.464,0.464,,
5379,0,0.463,0.463,,
5380,0,0.464,0.464,,
5381,0,0.49,0.49,,
5382,0,0.494,0.494,,
5383,1,0.485,-0.515,,
5384,0,0.465,0.465,,
5385,1,0.481,-0.519,,
5386,0,0.479,0.479,,
5387,1,0.485,-0.515,,
5388,0,0.467,0.467,,
5389,0,0.489,0.489,,
5390,1,0.49,-0.51,,
5391,0,0.467,0.467,,
5392,1,0.479,-0.521,,
5393,1,0.485,-0.515,,
5394,0,0.481,0.481,,
5395,1,0.469,-0.531,,
5396,0,0.474,0.474,,
5397,1,0.473,-0.527,,
5398,1,0.479,-0.521,,
5399,1,0.477,-0.523,,
5400,0,0.466,0.466,,
5401,0,0.465,0.465,,
5402,0,0.466,0.466,,
5403,1,0.485,-0.515,,
5404,1,0.483,-0.517,,
5405,1,0.481,-0.519,,
5406,0,0.493,0.493,,
5407,0,0.469,0.469,,
5408,0,0.468,0.468,,
5409,1,0.472,-0.528,,
5410,0,0.464,0.464,,
5411,0,0.465,0.465,,
5412,0,0.464,0.464,,
5413,0,0.472,0.472,,
5414,0,0.479,0.479,,
5415,0,0.496,0.496,,
5416,0,0.494,0.494,,
5417,1,0.481,-0.519,,
5418,1,0.478,-0.522,,
5419,0,0.481,0.481,,
5420,0,0.466,0.466,,
5421,0,0.496,0.496,,
5422,1,0.473,-0.527,,
5423,0,0.496,0.496,,
5424,0,0.479,0.479,,
5425,1,0.481,-0.519,,
5426,0,0.493,0.493,,
5427,0,0.496,0.496,,
5428,0,0.466,0.466,,
5429,1,0.48,-0.52,,
5430,1,0.473,-0.527,,
5431,0,0.486,0.486,,
5432,1,0.477,-0.523,,
5433,0,0.466,0.466,,
5434,0,0.471,0.471,,
5435,0,0.493,0.493,,
5436,0,0.494,0.494,,
5437,0,0.483,0.483,,
5438,1,0.467,-0.533,,
5439,0,0.494,0.494,,
5440,1,0.492,-0.508,,
5441,1,0.473,-0.527,,
5442,1,0.475,-0.525,,
5443,0,0.471,0.471,,
5444,0,0.472,0.472,,
5445,0,0.496,0.496,,
5446,1,0.474,-0.526,,
5447,0,0.488,0.488,,
5448,0,0.463,0.463,,
5449,1,0.48,-0.52,,
5450,0,0.494,0.494,,
5451,0,0.466,0.466,,
5452,0,0.495,0.495,,
5453,0,0.492,0.492,,
5454,0,0.478,0.478,,
5455,1,0.487,-0.513,,
5456,0,0.47,0.47,,
5457,1,0.486,-0.514,,
5458,0,0.485,0.485,,
5459,0,0.483,0.483,,
5460,0,0.469,0.469,,
5461,0,0.464,0.464,,
5462,0,0.467,0.467,,
5463,0,0.495,0.495,,
5464,1,0.475,-0.525,,
5465,0,0.466,0.466,,
5466,1,0.491,-0.509,,
5467,1,0.487,-0.513,,
5468,0,0.482,0.482,,
5469,1,0.485,-0.515,,
5470,1,0.482,-0.518,,
5471,1,0.487,-0.513,,
5472,0,0.479,0.479,,
5473,1,0.471,-0.529,,
5474,0,0.464,0.464,,
5475,1,0.488,-0.512,,
5476,0,0.465,0.465,,
5477,0,0.491,0.491,,
5478,1,0.482,-0.518,,
5479,0,0.492,0.492,,
5480,0,0.482,0.482,,
5481,1,0.474,-0.526,,
5482,0,0.471,0.471,,
5483,0,0.469,0.469,,
5484,0,0.478,0.478,,
5485,1,0.488,-0.512,,
5486,1,0.492,-0.508,,
5487,1,0.472,-0.528,,
5488,0,0.494,0.494,,
5489,0,0.47,0.47,,
5490,1,0.479,-0.521,,
5491,1,0.479,-0.521,,
5492,1,0.485,-0.515,,
5493,0,0.47,0.47,,
5494,1,0.488,-0.512,,
5495,1,0.492,-0.508,,
5496,1,0.487,-0.513,,
5497,0,0.473,0.473,,
5498,0,0.481,0.481,,
5499,0,0.464,0.464,,
5500,1,0.491,-0.509,,
5501,0,0.48,0.48,,
5502,1,0.489,-0.511,,
5503,1,0.488,-0.512,,
5504,0,0.496,0.496,,
5505,0,0.465,0.465,,
5506,1,0.473,-0.527,,
5507,1,0.486,-0.514,,
5508,1,0.487,-0.513,,
5509,0,0.467,0.467,,
5510,1,0.469,-0.531,,
5511,1,0.474,-0.526,,
5512,0,0.478,0.478,,
5513,0,0.496,0.496,,
5514,1,0.473,-0.527,,
5515,0,0.479,0.479,,
5516,1,0.481,-0.519,,
5517,0,0.472,0.472,,
5518,0,0.493,0.493,,
5519,1,0.477,-0.523,,
5520,1,0.476,-0.524,,
5521,1,0.488,-0.512,,
5522,0,0.465,0.465,,
5523,1,0.486,-0.514,,
5524,0,0.496,0.496,,
5525,0,0.495,0.495,,
5526,0,0.473,0.473,,
5527,1,0.481,-0.519,,
5528,0,0.471,0.471,,
5529,0,0.483,0.483,,
5530,0,0.465,0.465,,
5531,0,0.477,0.477,,
5532,1,0.489,-0.511,,
5533,1,0.487,-0.513,,
5534,0,0.467,0.467,,
5535,0,0.464,0.464,,
5536,0,0.47,0.47,,
5537,0,0.468,0.468,,
5538,1,0.486,-0.514,,
5539,1,0.473,-0.527,,
5540,1,0.49,-0.51,,
5541,1,0.486,-0.514,,
5542,1,0.49,-0.51,,
5543,1,0.477,-0.523,,
5544,0,0.496,0.496,,
5545,0,0.482,0.482,,
5546,0,0.494,0.494,,
5547,1,0.482,-0.518,,
5548,0,0.466,0.466,,
5549,0,0.482,0.482,,
5550,0,0.469,0.469,,
5551,0,0.464,0.464,,
5552,0,0.465,0.465,,
5553,1,0.477,-0.523,,
5554,0,0.468,0.468,,
5555,1,0.468,-0.532,,
5556,1,0.472,-0.528,,
5557,0,0.465,0.465,,
5558,0,0.466,0.466,,
5559,0,0.469,0.469,,
5560,1,0.471,-0.529,,
5561,1,0.482,-0.518,,
5562,0,0.464,0.464,,
5563,1,0.489,-0.511,,
5564,0,0.466,0.466,,
5565,0,0.469,0.469,,
5566,1,0.475,-0.525,,
5567,1,0.476,-0.524,,
5568,1,0.483,-0.517,,
5569,0,0.493,0.493,,
5570,1,0.488,-0.512,,
5571,1,0.489,-0.511,,
5572,1,0.485,-0.515,,
5573,1,0.491,-0.509,,
5574,1,0.472,-0.528,,
5575,0,0.494,0.494,,
5576,1,0.483,-0.517,,
5577,0,0.478,0.478,,
5578,0,0.487,0.487,,
5579,1,0.475,-0.525,,
5580,0,0.473,0.473,,
5581,0,0.464,0.464,,
5582,0,0.47,0.47,,
5583,1,0.484,-0.516,,
5584,1,0.479,-0.521,,
5585,1,0.47,-0.53,,
5586,0,0.493,0.493,,
5587,1,0.484,-0.516,,
5588,0,0.495,0.495,,
5589,0,0.471,0.471,,
5590,0,0.49,0.49,,
5591,0,0.492,0.492,,
5592,1,0.472,-0.528,,
5593,0,0.493,0.493,,
5594,1,0.468,-0.532,,
5595,0,0.487,0.487,,
5596,1,0.471,-0.529,,
5597,0,0.491,0.491,,
5598,0,0.471,0.471,,
5599,0,0.481,0.481,,
5600,1,0.493,-0.507,,
5601,1,0.475,-0.525,,
5602,1,0.48,-0.52,,
5603,0,0.472,0.472,,
5604,1,0.471,-0.529,,
5605,0,0.49,0.49,,
5606,0,0.471,0.471,,
5607,1,0.47,-0.53,,
5608,1,0.475,-0.525,,
5609,1,0.485,-0.515,,
5610,0,0.465,0.465,,
5611,0,0.467,0.467,,
5612,1,0.479,-0.521,,
5613,0,0.495,0.495,,
5614,1,0.486,-0.514,,
5615,0,0.492,0.492,,
5616,1,0.479,-0.521,,
5617,0,0.464,0.464,,
5618,0,0.469,0.469,,
5619,0,0.495,0.495,,
5620,1,0.477,-0.523,,
5621,0,0.494,0.494,,
5622,1,0.478,-0.522,,
5623,1,0.483,-0.517,,
5624,0,0.484,0.484,,
5625,1,0.476,-0.524,,
5626,0,0.481,0.481,,
5627,1,0.481,-0.519,,
5628,0,0.467,0.467,,
5629,1,0.488,-0.512,,
5630,1,0.493,-0.507,,
5631,1,0.472,-0.528,,
5632,0,0.481,0.481,,
5633,0,0.493,0.493,,
5634,0,0.479,0.479,,
5635,0,0.496,0.496,,
5636,0,0.464,0.464,,
5637,1,0.484,-0.516,,
5638,0,0.486,0.486,,
5639,0,0.492,0.492,,
5640,1,0.486,-0.514,,
5641,0,0.466,0.466,,
5642,0,0.495,0.495,,
5643,1,0.49,-0.51,,
5644,0,0.496,0.496,,
5645,0,0.481,0.481,,
5646,1,0.493,-0.507,,
5647,1,0.47,-0.53,,
5648,1,0.482,-0.518,,
5649,0,0.475,0.475,,
5650,1,0.488,-0.512,,
5651,0,0.493,0.493,,
5652,0,0.469,0.469,,
5653,1,0.486,-0.514,,
5654,1,0.478,-0.522,,
5655,1,0.486,-0.514,,
5656,1,0.489,-0.511,,
5657,0,0.473,0.473,,
5658,0,0.496,0.496,,
5659,1,0.467,-0.533,,
5660,0,0.463,0.463,,
5661,0,0.492,0.492,,
5662,1,0.488,-0.512,,
5663,1,0.492,-0.508,,
5664,1,0.478,-0.522,,
5665,0,0.496,0.496,,
5666,1,0.478,-0.522,,
5667,1,0.473,-0.527,,
5668,0,0.493,0.493,,
5669,0,0.493,0.493,,
5670,0,0.468,0.468,,
5671,1,0.476,-0.524,,
5672,0,0.463,0.463,,
5673,1,0.47,-0.53,,
5674,0,0.473,0.473,,
5675,0,0.478,0.478,,
5676,0,0.494,0.494,,
5677,0,0.471,0.471,,
5678,0,0.489,0.489,,
5679,1,0.468,-0.532,,
5680,1,0.472,-0.528,,
5681,1,0.489,-0.511,,
5682,1,0.478,-0.522,,
5683,0,0.488,0.488,,
5684,1,0.481,-0.519,,
5685,0,0.491,0.491,,
5686,0,0.493,0.493,,
5687,0,0.493,0.493,,
5688,1,0.487,-0.513,,
5689,1,0.487,-0.513,,
5690,0,0.465,0.465,,
5691,1,0.478,-0.522,,
5692,0,0.492,0.492,,
5693,0,0.493,0.493,,
5694,1,0.481,-0.519,,
5695,0,0.472,0.472,,
5696,0,0.468,0.468,,
5697,0,0.465,0.465,,
5698,1,0.476,-0.524,,
5699,1,0.488,-0.512,,
5700,1,0.478,-0.522,,
5701,1,0.481,-0.519,,
5702,0,0.481,0.481,,
5703,0,0.495,0.495,,
5704,0,0.466,0.466,,
5705,1,0.491,-0.509,,
5706,0,0.484,0.484,,
5707,1,0.476,-0.524,,
5708,1,0.474,-0.526,,
5709,1,0.48,-0.52,,
5710,1,0.483,-0.517,,
5711,0,0.479,0.479,,
5712,0,0.467,0.467,,
5713,1,0.483,-0.517,,
5714,0,0.466,0.466,,
5715,1,0.47,-0.53,,
5716,0,0.477,0.477,,
5717,1,0.478,-0.522,,
5718,1,0.471,-0.529,,
5719,1,0.476,-0.524,,
5720,0,0.466,0.466,,
5721,0,0.465,0.465,,
5722,0,0.484,0.484,,
5723,1,0.489,-0.511,,
5724,1,0.491,-0.509,,
5725,1,0.47,-0.53,,
5726,1,0.475,-0.525,,
5727,0,0.481,0.481,,
5728,1,0.482,-0.518,,
5729,0,0.489,0.489,,
5730,0,0.488,0.488,,
5731,1,0.48,-0.52,,
5732,1,0.481,-0.519,,
5733,0,0.494,0.494,,
5734,1,0.473,-0.527,,
5735,0,0.464,0.464,,
5736,0,0.464,0.464,,
5737,0,0.495,0.495,,
5738,0,0.469,0.469,,
5739,0,0.466,0.466,,
5740,1,0.475,-0.525,,
5741,0,0.465,0.465,,
5742,1,0.467,-0.533,,
5743,0,0.494,0.494,,
5744,0,0.492,0.492,,
5745,0,0.466,0.466,,
5746,1,0.49,-0.51,,
5747,0,0.464,0.464,,
5748,1,0.474,-0.526,,
5749,0,0.475,0.475,,
5750,1,0.477,-0.523,,
5751,1,0.479,-0.521,,
5752,0,0.488,0.488,,
5753,1,0.49,-0.51,,
5754,0,0.496,0.496,,
5755,0,0.464,0.464,,
5756,0,0.463,0.463,,
5757,0,0.467,0.467,,
5758,0,0.469,0.469,,
5759,0,0.471,0.471,,
5760,1,0.483,-0.517,,
5761,0,0.495,0.495,,
5762,1,0.48,-0.52,,
5763,0,0.486,0.486,,
5764,1,0.483,-0.517,,
5765,0,0.485,0.485,,
5766,1,0.481,-0.519,,
5767,0,0.468,0.468,,
5768,1,0.487,-0.513,,
5769,0,0.495,0.495,,
5770,1,0.483,-0.517,,
5771,0,0.466,0.466,,
5772,1,0.468,-0.532,,
5773,0,0.495,0.495,,
5774,1,0.47,-0.53,,
5775,0,0.472,0.472,,
5776,1,0.469,-0.531,,
5777,1,0.487,-0.513,,
5778,0,0.49,0.49,,
5779,0,0.495,0.495,,
5780,0,0.489,0.489,,
5781,1,0.488,-0.512,,
5782,0,0.482,0.482,,
5783,0,0.465,0.465,,
5784,0,0.482,0.482,,
5785,0,0.489,0.489,,
5786,0,0.493,0.493,,
5787,1,0.484,-0.516,,
5788,0,0.465,0.465,,
5789,1,0.484,-0.516,,
5790,0,0.468,0.468,,
5791,0,0.487,0.487,,
5792,0,0.471,0.471,,
5793,1,0.491,-0.509,,
5794,0,0.495,0.495,,
5795,1,0.493,-0.507,,
5796,0,0.494,0.494,,
5797,0,0.493,0.493,,
5798,0,0.468,0.468,,
5799,1,0.468,-0.532,,
5800,1,0.47,-0.53,,
5801,0,0.48,0.48,,
5802,0,0.469,0.469,,
5803,0,0.483,0.483,,
5804,0,0.481,0.481,,
5805,0,0.465,0.465,,
5806,0,0.48,0.48,,
5807,0,0.494,0.494,,
5808,0,0.496,0.496,,
5809,1,0.491,-0.509,,
5810,1,0.471,-0.529,,
5811,1,0.478,-0.522,,
5812,1,0.472,-0.528,,
5813,0,0.496,0.496,,
5814,1,0.485,-0.515,,
5815,0,0.496,0.496,,
5816,0,0.491,0.491,,
5817,0,0.482,0.482,,
5818,1,0.478,-0.522,,
5819,0,0.496,0.496,,
5820,0,0.465,0.465,,
5821,1,0.486,-0.514,,
5822,1,0.481,-0.519,,
5823,1,0.472,-0.528,,
5824,1,0.474,-0.526,,
5825,0,0.484,0.484,,
5826,0,0.47,0.47,,
5827,0,0.49,0.49,,
5828,1,0.476,-0.524,,
5829,0,0.493,0.493,,
5830,0,0.465,0.465,,
5831,0,0.496,0.496,,
5832,0,0.464,0.464,,
5833,0,0.479,0.479,,
5834,1,0.473,-0.527,,
5835,1,0.48,-0.52,,
5836,1,0.469,-0.531,,
5837,1,0.482,-0.518,,
5838,0,0.465,0.465,,
5839,1,0.48,-0.52,,
5840,1,0.477,-0.523,,
5841,1,0.469,-0.531,,
5842,0,0.468,0.468,,
5843,1,0.475,-0.525,,
5844,0,0.484,0.484,,
5845,1,0.471,-0.529,,
5846,0,0.472,0.472,,
5847,0,0.466,0.466,,
5848,1,0.476,-0.524,,
5849,1,0.472,-0.528,,
5850,1,0.472,-0.528,,
5851,0,0.466,0.466,,
5852,0,0.485,0.485,,
5853,1,0.472,-0.528,,
5854,0,0.496,0.496,,
5855,0,0.495,0.495,,
5856,0,0.465,0.465,,
5857,1,0.482,-0.518,,
5858,1,0.473,-0.527,,
5859,0,0.463,0.463,,
5860,1,0.475,-0.525,,
5861,0,0.495,0.495,,
5862,0,0.469,0.469,,
5863,1,0.475,-0.525,,
5864,1,0.469,-0.531,,
5865,1,0.482,-0.518,,
5866,0,0.475,0.475,,
5867,0,0.474,0.474,,
5868,1,0.483,-0.517,,
5869,0,0.492,0.492,,
5870,1,0.483,-0.517,,
5871,1,0.48,-0.52,,
5872,0,0.494,0.494,,
5873,1,0.471,-0.529,,
5874,1,0.478,-0.522,,
5875,1,0.478,-0.522,,
5876,0,0.484,0.484,,
5877,0,0.493,0.493,,
5878,1,0.471,-0.529,,
5879,1,0.472,-0.528,,
5880,1,0.48,-0.52,,
5881,1,0.478,-0.522,,
5882,0,0.495,0.495,,
5883,0,0.493,0.493,,
5884,1,0.467,-0.533,,
5885,0,0.464,0.464,,
5886,1,0.481,-0.519,,
5887,1,0.475,-0.525,,
5888,0,0.471,0.471,,
5889,0,0.465,0.465,,
5890,0,0.463,0.463,,
5891,1,0.473,-0.527,,
5892,1,0.486,-0.514,,
5893,0,0.466,0.466,,
5894,1,0.478,-0.522,,
5895,0,0.468,0.468,,
5896,0,0.468,0.468,,
5897,1,0.488,-0.512,,
5898,1,0.486,-0.514,,
5899,0,0.492,0.492,,
5900,0,0.474,0.474,,
5901,0,0.494,0.494,,
5902,0,0.467,0.467,,
5903,0,0.493,0.493,,
5904,0,0.467,0.467,,
5905,1,0.481,-0.519,,
5906,0,0.495,0.495,,
5907,1,0.474,-0.526,,
5908,0,0.494,0.494,,
5909,1,0.486,-0.514,,
5910,1,0.472,-0.528,,
5911,1,0.488,-0.512,,
5912,0,0.495,0.495,,
5913,0,0.495,0.495,,
5914,0,0.465,0.465,,
5915,1,0.488,-0.512,,
5916,0,0.492,0.492,,
5917,0,0.491,0.491,,
5918,0,0.486,0.486,,
5919,0,0.493,0.493,,
5920,1,0.49,-0.51,,
5921,1,0.476,-0.524,,
5922,0,0.47,0.47,,
5923,1,0.472,-0.528,,
5924,0,0.496,0.496,,
5925,1,0.484,-0.516,,
5926,0,0.478,0.478,,
5927,0,0.489,0.489,,
5928,1,0.489,-0.511,,
5929,1,0.471,-0.529,,
5930,0,0.467,0.467,,
5931,1,0.482,-0.518,,
5932,0,0.466,0.466,,
5933,0,0.467,0.467,,
5934,1,0.479,-0.521,,
5935,0,0.463,0.463,,
5936,0,0.466,0.466,,
5937,0,0.496,0.496,,
5938,0,0.474,0.474,,
5939,1,0.484,-0.516,,
5940,0,0.47,0.47,,
5941,1,0.487,-0.513,,
5942,0,0.488,0.488,,
5943,0,0.469,0.469,,
5944,1,0.492,-0.508,,
5945,1,0.476,-0.524,,
5946,1,0.471,-0.529,,
5947,1,0.481,-0.519,,
5948,0,0.49,0.49,,
5949,1,0.47,-0.53,,
5950,1,0.48,-0.52,,
5951,1,0.477,-0.523,,
5952,0,0.464,0.464,,
5953,1,0.491,-0.509,,
5954,1,0.49,-0.51,,
5955,1,0.476,-0.524,,
5956,0,0.483,0.483,,
5957,0,0.465,0.465,,
5958,0,0.465,0.465,,
5959,1,0.478,-0.522,,
5960,1,0.48,-0.52,,
5961,1,0.486,-0.514,,
5962,0,0.477,0.477,,
5963,0,0.483,0.483,,
5964,1,0.478,-0.522,,
5965,1,0.473,-0.527,,
5966,0,0.469,0.469,,
5967,0,0.467,0.467,,
5968,1,0.473,-0.527,,
5969,1,0.469,-0.531,,
5970,0,0.496,0.496,,
5971,0,0.481,0.481,,
5972,1,0.491,-0.509,,
5973,0,0.49,0.49,,
5974,1,0.469,-0.531,,
5975,1,0.483,-0.517,,
5976,1,0.482,-0.518,,
5977,1,0.469,-0.531,,
5978,0,0.494,0.494,,
5979,0,0.495,0.495,,
5980,0,0.477,0.477,,
5981,1,0.476,-0.524,,
5982,0,0.495,0.495,,
5983,1,0.48,-0.52,,
5984,1,0.476,-0.524,,
5985,1,0.484,-0.516,,
5986,0,0.494,0.494,,
5987,1,0.483,-0.517,,
5988,0,0.465,0.465,,
5989,0,0.468,0.468,,
5990,1,0.468,-0.532,,
5991,1,0.491,-0.509,,
5992,1,0.467,-0.533,,
5993,0,0.467,0.467,,
5994,0,0.468,0.468,,
5995,0,0.468,0.468,,
5996,0,0.468,0.468,,
5997,0,0.496,0.496,,
5998,0,0.471,0.471,,
5999,0,0.48,0.48,,
6000,1,0.47,-0.53,,
6001,0,0.48,0.48,,
6002,1,0.475,-0.525,,
6003,0,0.469,0.469,,
6004,0,0.494,0.494,,
6005,0,0.465,0.465,,
6006,0,0.465,0.465,,
6007,1,0.488,-0.512,,
6008,1,0.47,-0.53,,
6009,1,0.476,-0.524,,
6010,1,0.484,-0.516,,
6011,1,0.484,-0.516,,
6012,0,0.465,0.465,,
6013,1,0.468,-0.532,,
